age_in_days,asset.name,definition.cve,definition.cwe,definition.id,definition.name,definition.severity,definition.vpr_v2.score,first_observed,id,last_fixed,last_seen,severity,state,vuln_age
99,aaa,CVE-2025-68973,675,287948,RHEL 8 : gnupg2 (RHSA-2026:0728),Medium,4.9,2026-01-17T18:34:32.286Z,037b44b5-7737-5ae7-b7cf-7cdcb69c5595,,2026-04-15T13:06:57.524Z,Medium,ACTIVE,8617982000
71,aaa,CVE-2025-6176,400,298532,RHEL 8 : brotli (RHSA-2026:2389),High,3,2026-02-14T18:38:47.493Z,0698ac74-ed26-5ddd-845b-0305a0c1726c,,2026-04-15T13:06:57.524Z,High,ACTIVE,6198527000
22,aaa,CVE-2025-10158,129,304700,RHEL 8 : rsync (RHSA-2026:6436),Medium,1.2,2026-04-04T18:43:20.906Z,09daf44c-f931-56a8-951b-c05592b7c78e,,2026-04-15T13:06:57.524Z,Medium,ACTIVE,1964653000
106,aaa,"CVE-2025-64720, CVE-2025-65018, CVE-2025-66293","125, 787",282413,RHEL 8 : libpng (RHSA-2026:0241),High,4.3,2026-01-10T18:43:28.275Z,11fdc95d-4cda-58d8-b573-a6492f526864,,2026-04-15T13:06:57.524Z,High,ACTIVE,9222246000
81,aaa,CVE-2025-12084,770,297520,RHEL 8 : python3 (RHSA-2026:1631),Medium,3.2,2026-02-04T13:07:23.052Z,1f8048a6-3522-5b4e-9d69-966bb25cd227,,2026-04-15T13:06:57.524Z,Medium,ACTIVE,7082411000
78,aaa,CVE-2025-14104,125,297811,RHEL 8 : util-linux (RHSA-2026:1852),Medium,3.5,2026-02-07T18:59:28.515Z,1fc29bc1-6f91-5a9f-9f42-11f7b74bf84e,,2026-04-15T13:06:57.524Z,Medium,ACTIVE,6802086000
74,aaa,"CVE-2022-50673, CVE-2025-38403, CVE-2025-40135, CVE-2025-40158, CVE-2025-40170, CVE-2025-40269, CVE-2025-68349, CVE-2026-22998","131, 416, 476, 825, 909",298381,RHEL 8 : kernel (RHSA-2026:2264),Medium,7.3,2026-02-11T13:14:46.194Z,21f72727-9774-5bf1-859e-60199d8e6108,,2026-04-15T13:06:57.524Z,Medium,ACTIVE,6477168000
39,aaa,"CVE-2026-22695, CVE-2026-22801, CVE-2026-25646",125,302775,RHEL 8 : libpng (RHSA-2026:4728),High,6.9,2026-03-18T13:25:34.961Z,24876b65-bb0c-578e-b36a-c7b80b13bc64,,2026-04-15T13:06:57.524Z,High,ACTIVE,3452519000
43,aaa,CVE-2026-25749,120,301940,RHEL 8 : vim (RHSA-2026:4442),Medium,4.3,2026-03-14T18:40:23.158Z,2fe2f6db-c1e0-545f-bb64-c1980c79fb9f,,2026-04-15T13:06:57.524Z,Medium,ACTIVE,3779231000
18,aaa,"CVE-2024-26984, CVE-2025-71238, CVE-2026-23193, CVE-2026-23231","364, 416, 476, 672",305068,RHEL 8 : kernel (RHSA-2026:6571),Medium,6.9,2026-04-08T12:59:40.743Z,3b2f8826-55cd-5221-841b-485571c5946a,,2026-04-15T13:06:57.524Z,Medium,ACTIVE,1639673000
25,aaa,"CVE-2025-38180, CVE-2026-23204, CVE-2026-23209","1285, 825, 911",304306,RHEL 8 : kernel (RHSA-2026:6037),Medium,6.9,2026-04-01T13:21:42.703Z,3c5aaa16-2eec-5ad4-85c0-a31144a8a2b6,,2026-04-15T13:06:57.524Z,Medium,ACTIVE,2243152000
99,aaa,CVE-2025-9230,125,283493,RHEL 8 : openssl (RHSA-2026:0337),High,5.7,2026-01-17T18:34:32.286Z,4a4fe4d1-17fb-5a06-90a0-152afbe2e1bb,,2026-04-15T13:06:57.524Z,High,ACTIVE,8617982000
99,aaa,"CVE-2025-39993, CVE-2025-40240, CVE-2025-68285","416, 476, 825",283490,RHEL 8 : kernel (RHSA-2026:0444),High,4.9,2026-01-17T18:34:32.286Z,53b5179c-6a90-5ad2-9500-8600cdac2634,,2026-04-15T13:06:57.524Z,High,ACTIVE,8617982000
60,aaa,CVE-2025-69419,131,299753,RHEL 8 : openssl (RHSA-2026:3042),High,6.3,2026-02-25T13:19:43.844Z,6058a144-7b19-5b58-83bc-bae899562346,,2026-04-15T13:06:57.524Z,High,ACTIVE,5267270000
95,aaa,"CVE-2023-53552, CVE-2025-38051, CVE-2025-39933, CVE-2025-40096, CVE-2025-68301","415, 787, 825",291335,RHEL 8 : kernel (RHSA-2026:0759),Medium,7.6,2026-01-21T13:28:59.569Z,631d7db5-b9c1-54bb-b1fd-5d6ca2f0592d,,2026-04-15T13:06:57.524Z,Medium,ACTIVE,8290715000
67,aaa,"CVE-2023-53762, CVE-2025-40168, CVE-2025-40304","416, 787, 825",299165,RHEL 8 : kernel (RHSA-2026:2720),Medium,7.6,2026-02-18T13:19:47.314Z,69235d2c-32b5-5f30-8aab-339faf79fceb,,2026-04-15T13:06:57.524Z,Medium,ACTIVE,5872067000
36,aaa,"CVE-2025-15281, CVE-2026-0915",908,302791,RHEL 8 : glibc (RHSA-2026:4772),High,5.7,2026-03-21T18:43:56.337Z,73254d2c-22a0-5111-9bbe-325092e577ca,,2026-04-15T13:06:57.524Z,High,ACTIVE,3174218000
46,aaa,CVE-2025-12801,279,301176,RHEL 8 : nfs-utils (RHSA-2026:3938),Medium,3,2026-03-11T13:27:03.296Z,75baab6f-952c-5e06-aa59-c23b80e4e81f,,2026-04-15T13:06:57.524Z,Medium,ACTIVE,4057231000
88,aaa,"CVE-2023-53673, CVE-2025-40154, CVE-2025-40248, CVE-2025-40277","125, 190, 364, 416",296622,RHEL 8 : kernel (RHSA-2026:1142),Medium,6.9,2026-01-28T12:57:21.931Z,8aa94a4c-0959-51ed-a1d3-e9e016664a00,,2026-04-15T13:06:57.524Z,Medium,ACTIVE,7687812000
22,aaa,CVE-2026-4519,88,304729,RHEL 8 : python3 (RHSA-2026:6473),Low,3.2,2026-04-04T18:43:20.906Z,91e85a1c-69a1-52a1-a8a4-0296814d9044,,2026-04-15T13:06:57.524Z,High,ACTIVE,1964653000
99,aaa,"CVE-2025-58436, CVE-2025-61915","1173, 412",284505,RHEL 8 : cups (RHSA-2026:0596),Medium,4.9,2026-01-17T18:34:32.286Z,93bb9352-3bbc-55cb-a0c1-02580ab0d865,,2026-04-15T13:06:57.524Z,Medium,ACTIVE,8617982000
106,aaa,CVE-2025-68161,,282519,Apache Log4j 2.0-beta9 < 2.25.3 MitM,Medium,2.1,2026-01-10T18:43:28.275Z,95817a33-bd30-51d0-aad2-48ebf18a7069,,2026-04-15T13:06:57.524Z,Medium,ACTIVE,9222246000
22,aaa,CVE-2026-3497,824,304730,RHEL 8 : openssh (RHSA-2026:6461),High,5.5,2026-04-04T18:43:20.906Z,a730c2d4-4eb9-54e6-ba22-7a11fd9bd5f8,,2026-04-15T13:06:57.524Z,High,ACTIVE,1964653000
74,aaa,"CVE-2026-0719, CVE-2026-1761",121,298383,RHEL 8 : libsoup (RHSA-2026:2215),High,3.9,2026-02-11T13:14:46.194Z,b1ab961e-b1c4-596d-a818-4d84e03512ab,,2026-04-15T13:06:57.524Z,High,ACTIVE,6477168000
46,aaa,"CVE-2025-71085, CVE-2026-23001","190, 416",301488,RHEL 8 : kernel (RHSA-2026:3963),Medium,5,2026-03-11T13:27:03.296Z,b4b8276b-e6f7-5e10-94d1-94c1f6b48a99,,2026-04-15T13:06:57.524Z,Medium,ACTIVE,4057231000
81,aaa,"CVE-2022-50865, CVE-2024-26766, CVE-2025-38022, CVE-2025-38024, CVE-2025-38415, CVE-2025-38459, CVE-2025-39760, CVE-2025-40258, CVE-2025-40271, CVE-2025-40322","125, 190, 193, 252, 362, 825, 835",297518,RHEL 8 : kernel (RHSA-2026:1662),Medium,5,2026-02-04T13:07:23.052Z,c6966084-4fb2-5528-8c37-474a2fc08a09,,2026-04-15T13:06:57.524Z,Medium,ACTIVE,7082411000
78,aaa,"CVE-2025-15366, CVE-2025-15367, CVE-2026-0865, CVE-2026-1299","74, 77, 93",298055,RHEL 8 : python3 (RHSA-2026:2128),High,3.5,2026-02-07T18:59:28.515Z,ca999d59-fdd8-5b98-a6d0-bdf9afa5b4ad,,2026-04-15T13:06:57.524Z,High,ACTIVE,6802086000
29,aaa,"CVE-2025-14831, CVE-2025-9820","121, 407",303422,RHEL 8 : gnutls (RHSA-2026:5585),Medium,1.2,2026-03-28T18:44:06.703Z,ce94b48b-9361-5c15-86bd-0d260e395b71,,2026-04-15T13:06:57.524Z,Medium,ACTIVE,2569408000
99,aaa,CVE-2025-14523,444,283529,RHEL 8 : libsoup (RHSA-2026:0421),High,3.5,2026-01-17T18:34:32.286Z,d0137c23-f9b4-5545-98da-2a206a558cbd,,2026-04-15T13:06:57.524Z,High,ACTIVE,8617982000
39,aaa,CVE-2025-61662,,302525,RHEL 8 : grub2 (RHSA-2026:4648),Medium,4.9,2026-03-18T13:25:34.961Z,e0e8c1e6-f85b-50ea-b76e-b7a8c6c64e7c,,2026-04-15T13:06:57.524Z,Medium,ACTIVE,3452519000
29,aaa,CVE-2025-0938,20,303416,RHEL 8 : python3 (RHSA-2026:5588),Medium,3.3,2026-03-28T18:44:06.703Z,e2ef3dcd-a9da-5e89-abe7-d2e75af9ad60,,2026-04-15T13:06:57.524Z,Medium,ACTIVE,2569408000
60,aaa,"CVE-2025-38129, CVE-2025-38248, CVE-2025-40064, CVE-2025-68800, CVE-2026-23074",825,299790,RHEL 8 : kernel (RHSA-2026:3083),Medium,7,2026-02-25T13:19:43.844Z,e2f6ceae-10d9-5a8d-99ab-52bdd84b7520,,2026-04-15T13:06:57.524Z,Medium,ACTIVE,5267270000
92,aaa,CVE-2025-13601,190,294993,RHEL 8 : glib2 (RHSA-2026:0991),Medium,7,2026-01-24T18:49:56.242Z,e6bc033c-ae1f-5792-a432-fb0c9be2e120,,2026-04-15T13:06:57.524Z,Medium,ACTIVE,8012258000
50,aaa,CVE-2026-23097,833,300813,RHEL 8 : kernel (RHSA-2026:3464),Medium,3,2026-03-07T18:40:38.045Z,e9131b9d-f61b-5bf5-bb39-e844dfed0807,,2026-04-15T13:06:57.524Z,Medium,ACTIVE,4384016000
8,aaa,"CVE-2026-4424, CVE-2026-5121",,307380,Oracle Linux 9 : libarchive (ELSA-2026-8510),Critical,6.9,2026-04-18T18:56:31.239Z,f5717cd7-5048-5649-8452-6429451c531e,,2026-04-25T18:45:33.137Z,Critical,ACTIVE,754263000
28,bbb,"CVE-2025-14831, CVE-2025-9820","121, 407",303422,RHEL 8 : gnutls (RHSA-2026:5585),Medium,1.2,2026-03-29T19:04:41.547Z,04a15ad5-aa36-5564-9cd3-01df0ea526b9,,2026-04-26T18:38:02.074Z,Medium,ACTIVE,2481773000
98,bbb,"CVE-2025-39993, CVE-2025-40240, CVE-2025-68285","416, 476, 825",283490,RHEL 8 : kernel (RHSA-2026:0444),High,4.9,2026-01-18T18:57:28.827Z,076e9d79-bbe5-5d80-b3d8-a019830676ab,,2026-04-26T18:38:02.074Z,High,ACTIVE,8530205000
25,bbb,"CVE-2025-38180, CVE-2026-23204, CVE-2026-23209","1285, 825, 911",304306,RHEL 8 : kernel (RHSA-2026:6037),Medium,6.9,2026-04-01T12:59:49.901Z,07fc7913-b5e8-51a2-94a2-bf706e711e1a,,2026-04-26T18:38:02.074Z,Medium,ACTIVE,2244464000
9,bbb,CVE-2026-1519,770,306710,RHEL 8 : bind (RHSA-2026:8352),High,3,2026-04-17T19:26:14.649Z,0b987150-cb93-5acf-87cf-88d4340360d1,,2026-04-26T18:38:02.074Z,High,ACTIVE,838880000
98,bbb,CVE-2025-68973,675,287948,RHEL 8 : gnupg2 (RHSA-2026:0728),Medium,4.9,2026-01-18T18:57:28.827Z,1b6d8fa1-4b50-54f6-85a9-1c1718f24cc0,,2026-04-26T18:38:02.074Z,Medium,ACTIVE,8530205000
98,bbb,CVE-2025-14523,444,283529,RHEL 8 : libsoup (RHSA-2026:0421),High,3.5,2026-01-18T18:57:28.827Z,20362e96-8e08-534e-a4b8-ce05c058e866,,2026-04-26T18:38:02.074Z,High,ACTIVE,8530205000
95,bbb,"CVE-2023-53552, CVE-2025-38051, CVE-2025-39933, CVE-2025-40096, CVE-2025-68301","415, 787, 825",291335,RHEL 8 : kernel (RHSA-2026:0759),Medium,7.6,2026-01-21T13:18:47.367Z,25537970-ad63-5573-8274-f5a8ba1d4920,,2026-04-26T18:38:02.074Z,Medium,ACTIVE,8291327000
42,bbb,CVE-2026-25749,120,301940,RHEL 8 : vim (RHSA-2026:4442),Medium,4.3,2026-03-15T19:07:05.685Z,312b69cf-bcdb-5c33-9021-e77e1c09c8fe,,2026-04-26T18:38:02.074Z,Medium,ACTIVE,3691229000
105,bbb,"CVE-2025-64720, CVE-2025-65018, CVE-2025-66293","125, 787",282413,RHEL 8 : libpng (RHSA-2026:0241),High,4.3,2026-01-11T19:00:43.085Z,3842ccc8-a99f-5a07-9ba6-d28ce64e5bb8,,2026-04-26T18:38:02.074Z,High,ACTIVE,9134811000
81,bbb,"CVE-2022-50865, CVE-2024-26766, CVE-2025-38022, CVE-2025-38024, CVE-2025-38415, CVE-2025-38459, CVE-2025-39760, CVE-2025-40258, CVE-2025-40271, CVE-2025-40322","125, 190, 193, 252, 362, 825, 835",297518,RHEL 8 : kernel (RHSA-2026:1662),Medium,5,2026-02-04T13:35:02.961Z,3bac5af9-01f7-5280-9fd3-f9507d737ab2,,2026-04-26T18:38:02.074Z,Medium,ACTIVE,7080751000
70,bbb,CVE-2025-6176,400,298532,RHEL 8 : brotli (RHSA-2026:2389),High,3,2026-02-15T18:51:28.314Z,3f7eec22-5ad8-5af9-9992-5b5cba3b8c7e,,2026-04-26T18:38:02.074Z,High,ACTIVE,6111366000
60,bbb,CVE-2025-69419,131,299753,RHEL 8 : openssl (RHSA-2026:3042),High,6.3,2026-02-25T13:30:55.062Z,47faaa21-0cee-5daf-9557-4d6823a46dd5,,2026-04-26T18:38:02.074Z,High,ACTIVE,5266599000
98,bbb,CVE-2025-9230,125,283493,RHEL 8 : openssl (RHSA-2026:0337),High,5.7,2026-01-18T18:57:28.827Z,53f83bb2-2ff4-57dc-b51a-7e3755bbbecb,,2026-04-26T18:38:02.074Z,High,ACTIVE,8530205000
98,bbb,"CVE-2025-58436, CVE-2025-61915","1173, 412",284505,RHEL 8 : cups (RHSA-2026:0596),Medium,4.9,2026-01-18T18:57:28.827Z,55cb0031-b542-5447-b48f-e58b3d6a94ae,,2026-04-26T18:38:02.074Z,Medium,ACTIVE,8530205000
46,bbb,"CVE-2025-71085, CVE-2026-23001","190, 416",301488,RHEL 8 : kernel (RHSA-2026:3963),Medium,5,2026-03-11T13:07:25.679Z,5af8fa8f-0482-5c87-90af-d65d33ed940e,,2026-04-26T18:38:02.074Z,Medium,ACTIVE,4058409000
18,bbb,"CVE-2024-26984, CVE-2025-71238, CVE-2026-23193, CVE-2026-23231","364, 416, 476, 672",305068,RHEL 8 : kernel (RHSA-2026:6571),Medium,6.9,2026-04-08T13:30:40.698Z,626a0ece-377b-5963-ac4a-552b41152a31,,2026-04-26T18:38:02.074Z,Medium,ACTIVE,1637814000
21,bbb,CVE-2025-10158,129,304700,RHEL 8 : rsync (RHSA-2026:6436),Medium,1.2,2026-04-05T18:56:05.729Z,6418d63c-97d2-593b-a046-0ac9482f64d7,,2026-04-26T18:38:02.074Z,Medium,ACTIVE,1877488000
21,bbb,CVE-2026-3497,824,304730,RHEL 8 : openssh (RHSA-2026:6461),High,5.5,2026-04-05T18:56:05.729Z,64707dd3-1daa-5528-b1f4-f36adb7177af,,2026-04-26T18:38:02.074Z,High,ACTIVE,1877488000
91,bbb,CVE-2025-13601,190,294993,RHEL 8 : glib2 (RHSA-2026:0991),Medium,7,2026-01-25T18:41:13.367Z,6d4aa265-a05f-54d0-beaf-d79bccbc25a7,,2026-04-26T18:38:02.074Z,Medium,ACTIVE,7926381000
11,bbb,CVE-2026-27135,617,306069,RHEL 8 : nghttp2 (RHSA-2026:7667),High,3,2026-04-15T13:03:32.987Z,7937c00d-626e-5300-89bf-3e05c85fede4,,2026-04-26T18:38:02.074Z,High,ACTIVE,1034641000
74,bbb,"CVE-2022-50673, CVE-2025-38403, CVE-2025-40135, CVE-2025-40158, CVE-2025-40170, CVE-2025-40269, CVE-2025-68349, CVE-2026-22998","131, 416, 476, 825, 909",298381,RHEL 8 : kernel (RHSA-2026:2264),Medium,7.3,2026-02-11T13:37:16.601Z,8575a31b-2d8b-5831-a386-b62d35d8ce3d,,2026-04-26T18:38:02.074Z,Medium,ACTIVE,6475818000
49,bbb,CVE-2025-12801,279,301176,RHEL 8 : nfs-utils (RHSA-2026:3938),Medium,3,2026-03-08T19:05:25.928Z,8c7ee720-b34a-519a-ba90-c534925f0fd4,,2026-04-26T18:38:02.074Z,Medium,ACTIVE,4296128000
35,bbb,"CVE-2026-22695, CVE-2026-22801, CVE-2026-25646",125,302775,RHEL 8 : libpng (RHSA-2026:4728),High,6.9,2026-03-22T18:59:43.682Z,9e1fa7e6-3978-52e4-99eb-63bd8862919f,,2026-04-26T18:38:02.074Z,High,ACTIVE,3086871000
77,bbb,"CVE-2025-15366, CVE-2025-15367, CVE-2026-0865, CVE-2026-1299","74, 77, 93",298055,RHEL 8 : python3 (RHSA-2026:2128),High,3.5,2026-02-08T19:00:45.521Z,a912088b-0c2e-5ed3-9912-e8a1ea54dda5,,2026-04-26T18:38:02.074Z,High,ACTIVE,6715609000
81,bbb,CVE-2025-12084,770,297520,RHEL 8 : python3 (RHSA-2026:1631),Medium,3.2,2026-02-04T13:35:02.961Z,bef66821-e71b-58d6-9144-b3cf146a9cee,,2026-04-26T18:38:02.074Z,Medium,ACTIVE,7080751000
35,bbb,"CVE-2025-15281, CVE-2026-0915",908,302791,RHEL 8 : glibc (RHSA-2026:4772),High,5.7,2026-03-22T18:59:43.682Z,c0dbf378-5b23-5c7c-85ce-58933552ab31,,2026-04-26T18:38:02.074Z,High,ACTIVE,3086871000
88,bbb,"CVE-2023-53673, CVE-2025-40154, CVE-2025-40248, CVE-2025-40277","125, 190, 364, 416",296622,RHEL 8 : kernel (RHSA-2026:1142),Medium,6.9,2026-01-28T13:21:11.045Z,cc6223ad-ac45-53a2-9b81-605e5d5c9399,,2026-04-26T18:38:02.074Z,Medium,ACTIVE,7686383000
67,bbb,"CVE-2023-53762, CVE-2025-40168, CVE-2025-40304","416, 787, 825",299165,RHEL 8 : kernel (RHSA-2026:2720),Medium,7.6,2026-02-18T13:25:51.310Z,cc6a98cf-d384-5046-9f81-f2fc3fd9949f,,2026-04-26T18:38:02.074Z,Medium,ACTIVE,5871703000
60,bbb,"CVE-2025-38129, CVE-2025-38248, CVE-2025-40064, CVE-2025-68800, CVE-2026-23074",825,299790,RHEL 8 : kernel (RHSA-2026:3083),Medium,7,2026-02-25T13:30:55.062Z,d237bbee-0f7a-5abd-a2b1-8d24060339eb,,2026-04-26T18:38:02.074Z,Medium,ACTIVE,5266599000
28,bbb,CVE-2025-0938,20,303416,RHEL 8 : python3 (RHSA-2026:5588),Medium,3.3,2026-03-29T19:04:41.547Z,d42d7c55-3ce4-565b-a936-02deba5a3778,,2026-04-26T18:38:02.074Z,Medium,ACTIVE,2481773000
9,bbb,"CVE-2026-4424, CVE-2026-5121","125, 190",306785,RHEL 8 : libarchive (RHSA-2026:8534),Critical,6.9,2026-04-17T19:26:14.649Z,dc4e66c3-7c26-59ba-8572-ffead95f23fb,,2026-04-26T18:38:02.074Z,Critical,ACTIVE,838880000
21,bbb,CVE-2026-4519,88,304729,RHEL 8 : python3 (RHSA-2026:6473),Low,3.2,2026-04-05T18:56:05.729Z,dd699f3b-1c05-50b1-aa3e-22d2e76b173e,,2026-04-26T18:38:02.074Z,Low,ACTIVE,1877488000
35,bbb,CVE-2025-61662,,302525,RHEL 8 : grub2 (RHSA-2026:4648),Medium,4.9,2026-03-22T18:59:43.682Z,e14b5727-7df1-5146-bbc5-c7ab054dd828,,2026-04-26T18:38:02.074Z,Medium,ACTIVE,3086871000
77,bbb,CVE-2025-14104,125,297811,RHEL 8 : util-linux (RHSA-2026:1852),Medium,3.5,2026-02-08T19:00:45.521Z,e3d28c76-8046-560a-bf02-a5cc84b3486a,,2026-04-26T18:38:02.074Z,Medium,ACTIVE,6715609000
74,bbb,"CVE-2026-0719, CVE-2026-1761",121,298383,RHEL 8 : libsoup (RHSA-2026:2215),High,3.9,2026-02-11T13:37:16.601Z,e60729fc-307f-59fd-83e5-f50af033f763,,2026-04-26T18:38:02.074Z,High,ACTIVE,6475818000
49,bbb,CVE-2026-23097,833,300813,RHEL 8 : kernel (RHSA-2026:3464),Medium,3,2026-03-08T19:05:25.928Z,fb20f71f-c522-59d0-bf1c-817d8d6b6d46,,2026-04-26T18:38:02.074Z,Medium,ACTIVE,4296128000
49,ccc,CVE-2026-23097,833,300813,RHEL 8 : kernel (RHSA-2026:3464),Medium,3,2026-03-08T19:06:47.375Z,03af7a9a-2a37-58e8-8c38-63bc7598d6e9,,2026-03-29T19:06:35.529Z,Medium,ACTIVE,4296047000
60,ccc,"CVE-2025-38129, CVE-2025-38248, CVE-2025-40064, CVE-2025-68800, CVE-2026-23074",825,299790,RHEL 8 : kernel (RHSA-2026:3083),Medium,7,2026-02-25T13:36:52.098Z,04f7b2ce-0c08-574c-8e72-e4fa33b00611,,2026-03-29T19:06:35.529Z,Medium,ACTIVE,5266242000
60,ccc,CVE-2025-69419,131,299753,RHEL 8 : openssl (RHSA-2026:3042),High,6.3,2026-02-25T13:36:52.098Z,0db92677-6fab-527a-b0e7-5e8db424ce00,,2026-03-29T19:06:35.529Z,High,ACTIVE,5266242000
35,ccc,"CVE-2026-22695, CVE-2026-22801, CVE-2026-25646",125,302775,RHEL 8 : libpng (RHSA-2026:4728),High,6.9,2026-03-22T19:03:22.232Z,18c1dbde-9f16-53a9-b3bc-cbf08dee9b3d,,2026-03-29T19:06:35.529Z,High,ACTIVE,3086652000
91,ccc,CVE-2025-13601,190,294993,RHEL 8 : glib2 (RHSA-2026:0991),Medium,7,2026-01-25T18:49:48.542Z,1bf203ab-c437-5017-84b9-26db36a72167,,2026-03-29T19:06:35.529Z,Medium,ACTIVE,7925866000
98,ccc,"CVE-2025-39993, CVE-2025-40240, CVE-2025-68285","416, 476, 825",283490,RHEL 8 : kernel (RHSA-2026:0444),High,4.9,2026-01-18T18:35:34.015Z,1d619336-0759-5b8c-93d1-6051d222240f,,2026-03-29T19:06:35.529Z,High,ACTIVE,8531520000
98,ccc,CVE-2025-9230,125,283493,RHEL 8 : openssl (RHSA-2026:0337),High,5.7,2026-01-18T18:35:34.015Z,1d69d0c9-a891-5de4-ab77-47c4e3f4f4d5,,2026-03-29T19:06:35.529Z,High,ACTIVE,8531520000
98,ccc,"CVE-2025-58436, CVE-2025-61915","1173, 412",284505,RHEL 8 : cups (RHSA-2026:0596),Medium,4.9,2026-01-18T18:35:34.015Z,379da2a4-9724-52ac-b200-ed5e4b64e4aa,,2026-03-29T19:06:35.529Z,Medium,ACTIVE,8531520000
46,ccc,"CVE-2025-71085, CVE-2026-23001","190, 416",301488,RHEL 8 : kernel (RHSA-2026:3963),Medium,5,2026-03-11T13:44:20.303Z,3c548cd5-8f2a-5f08-9bd8-7281aead91f4,,2026-03-29T19:06:35.529Z,Medium,ACTIVE,4056194000
77,ccc,"CVE-2025-15366, CVE-2025-15367, CVE-2026-0865, CVE-2026-1299","74, 77, 93",298055,RHEL 8 : python3 (RHSA-2026:2128),High,3.5,2026-02-08T19:07:20.194Z,3f6ce85e-c2f1-5eef-bdeb-81201e27e8fb,,2026-03-29T19:06:35.529Z,High,ACTIVE,6715214000
35,ccc,CVE-2025-61662,,302525,RHEL 8 : grub2 (RHSA-2026:4648),Medium,4.9,2026-03-22T19:03:22.232Z,511494c2-7c01-51f5-b3d1-9a6924f329eb,,2026-03-29T19:06:35.529Z,Medium,ACTIVE,3086652000
77,ccc,CVE-2025-14104,125,297811,RHEL 8 : util-linux (RHSA-2026:1852),Medium,3.5,2026-02-08T19:07:20.194Z,5dc7361c-5071-583d-95bb-8f9cf4cf3c40,,2026-03-29T19:06:35.529Z,Medium,ACTIVE,6715214000
74,ccc,CVE-2025-6176,400,298532,RHEL 8 : brotli (RHSA-2026:2389),High,3,2026-02-11T14:23:34.039Z,5fa4d1f7-ae6d-51d5-96eb-1a6dcb26e025,,2026-03-29T19:06:35.529Z,High,ACTIVE,6473040000
105,ccc,"CVE-2025-64720, CVE-2025-65018, CVE-2025-66293","125, 787",282413,RHEL 8 : libpng (RHSA-2026:0241),High,4.3,2026-01-11T18:34:30.854Z,6b816dbb-17e9-5fe8-9b6a-5f09121a9a6a,,2026-03-29T19:06:35.529Z,High,ACTIVE,9136383000
