age_in_days,asset.name,definition.cve,definition.cwe,definition.id,definition.name,definition.severity,definition.vpr_v2.score,first_observed,id,last_fixed,last_seen,severity,state,vuln_age
49,fff,CVE-2025-12801,,301331,Oracle Linux 9 : nfs-utils (ELSA-2026-3940),Medium,3,2026-03-08T19:04:52.689Z,27916340-66bf-57c3-be76-f213547ec254,,2026-04-26T18:58:55.744Z,Medium,ACTIVE,4296162000
42,fff,"CVE-2025-15366, CVE-2025-15367, CVE-2026-1299",,301733,Oracle Linux 9 : python3.9 (ELSA-2026-4168),High,3.5,2026-03-15T18:47:49.384Z,2984c1da-e1ab-5dda-9d48-487eb0b48ed4,,2026-04-26T18:58:55.744Z,High,ACTIVE,3692385000
42,fff,CVE-2025-69419,,302058,Oracle Linux 9 : compat-openssl11 (ELSA-2026-4472),High,6.3,2026-03-15T18:47:49.384Z,29f8d2ae-ed1c-567d-8cd6-ba56b1a704cc,,2026-04-26T18:58:55.744Z,High,ACTIVE,3692385000
42,fff,CVE-2026-21991,,302228,Oracle Linux 8 / 9 : dtrace (ELSA-2026-50152),Medium,3,2026-03-15T18:47:49.384Z,2a32ca05-a8f6-5062-ab1b-f3dab5d372be,,2026-04-26T18:58:55.744Z,Medium,ACTIVE,3692385000
11,fff,CVE-2026-27135,,306166,Oracle Linux 9 : nghttp2 (ELSA-2026-7668),High,3,2026-04-15T14:29:35.874Z,354b222f-9faf-5ada-95d7-cc915c5d2dca,,2026-04-26T18:58:55.744Z,High,ACTIVE,1029478000
7,fff,CVE-2026-4631,,307039,Oracle Linux 9 : cockpit: / Unauthenticated / remote / code / execution / due / to / SSH / command-line / argument / injection / (CRITICAL) (ELSA-2026-7384),Critical,6.9,2026-04-19T19:05:27.858Z,65c142a2-b84a-5128-a09b-b6ced8ba72ec,,2026-04-26T18:58:55.744Z,Critical,ACTIVE,667326000
35,fff,CVE-2026-4111,,303076,Oracle Linux 9 : libarchive (ELSA-2026-5080),High,3,2026-03-22T19:04:50.756Z,65f2f951-4adb-5394-9055-aa014ff72a59,,2026-04-26T18:58:55.744Z,High,ACTIVE,3086563000
21,fff,CVE-2025-10158,,304633,Oracle Linux 9 : rsync (ELSA-2026-6390),Medium,1.2,2026-04-05T19:06:30.840Z,68da7c13-5124-5ba9-994f-93f3c4eb3f78,,2026-04-26T18:58:55.744Z,Medium,ACTIVE,1876863000
42,fff,"CVE-2024-26655, CVE-2024-36903, CVE-2024-36927, CVE-2024-40928, CVE-2024-46830, CVE-2024-49968, CVE-2025-21979, CVE-2025-22022, CVE-2025-22111, CVE-2025-22119, CVE-2025-22121, CVE-2025-37860, CVE-2025-38007, CVE-2025-38022, CVE-2025-38057, CVE-2025-38129, CVE-2025-38232, CVE-2025-38556, CVE-2025-38591, CVE-2025-40110, CVE-2025-40149, CVE-2025-40164, CVE-2025-40256, CVE-2025-68211, CVE-2025-68254, CVE-2025-68255, CVE-2025-68261, CVE-2025-68264, CVE-2025-68282, CVE-2025-68337, CVE-2025-68346, CVE-2025-68349, CVE-2025-68354, CVE-2025-68362, CVE-2025-68364, CVE-2025-68366, CVE-2025-68367, CVE-2025-68372, CVE-2025-68724, CVE-2025-68725, CVE-2025-68732, CVE-2025-68740, CVE-2025-68746, CVE-2025-68757, CVE-2025-68759, CVE-2025-68764, CVE-2025-68771, CVE-2025-68776, CVE-2025-68780, CVE-2025-68782, CVE-2025-68783, CVE-2025-68785, CVE-2025-68788, CVE-2025-68795, CVE-2025-68803, CVE-2025-68813, CVE-2025-68815, CVE-2025-68816, CVE-2025-68818, CVE-2025-68819, CVE-2025-68820, CVE-2025-71066, CVE-2025-71068, CVE-2025-71075, CVE-2025-71077, CVE-2025-71082, CVE-2025-71083, CVE-2025-71084, CVE-2025-71085, CVE-2025-71087, CVE-2025-71091, CVE-2025-71093, CVE-2025-71094, CVE-2025-71096, CVE-2025-71097, CVE-2025-71098, CVE-2025-71104, CVE-2025-71108, CVE-2025-71111, CVE-2025-71113, CVE-2025-71114, CVE-2025-71116, CVE-2025-71118, CVE-2025-71120, CVE-2025-71125, CVE-2025-71127, CVE-2025-71131, CVE-2025-71132, CVE-2025-71133, CVE-2025-71146, CVE-2025-71147, CVE-2025-71154, CVE-2025-71182, CVE-2025-71190, CVE-2025-71194, CVE-2025-71197, CVE-2026-22976, CVE-2026-22977, CVE-2026-22978, CVE-2026-22980, CVE-2026-22984, CVE-2026-22988, CVE-2026-22990, CVE-2026-22991, CVE-2026-22992, CVE-2026-22997, CVE-2026-22998, CVE-2026-22999, CVE-2026-23001, CVE-2026-23003, CVE-2026-23011, CVE-2026-23020, CVE-2026-23021, CVE-2026-23038, CVE-2026-23047, CVE-2026-23049, CVE-2026-23058, CVE-2026-23060, CVE-2026-23061, CVE-2026-23071, CVE-2026-23073, CVE-2026-23074, CVE-2026-23076, CVE-2026-23084, CVE-2026-23085, CVE-2026-23087, CVE-2026-23089, CVE-2026-23091, CVE-2026-23097, CVE-2026-23099, CVE-2026-23101, CVE-2026-23103, CVE-2026-23105, CVE-2026-23108, CVE-2026-23111, CVE-2026-23119, CVE-2026-23120, CVE-2026-23121, CVE-2026-23124, CVE-2026-23125, CVE-2026-23133, CVE-2026-23139, CVE-2026-23145, CVE-2026-23146, CVE-2026-23164, CVE-2026-23202, CVE-2026-23209",,301901,Oracle Linux 8 / 9 : Unbreakable Enterprise kernel (ELSA-2026-50145),Medium,7.7,2026-03-15T18:47:49.384Z,78f2cbec-bac5-5d49-a5fe-c3420ed3afb2,,2026-04-26T18:58:55.744Z,Medium,ACTIVE,3692385000
9,fff,"CVE-2026-28417, CVE-2026-28421, CVE-2026-33412",,306555,Oracle Linux 9 : vim (ELSA-2026-8259),High,6.9,2026-04-17T20:42:11.483Z,7d24908a-2397-5a4f-897d-28b993bc7c22,,2026-04-26T18:58:55.744Z,High,ACTIVE,834323000
42,fff,"CVE-2025-14831, CVE-2025-9820",,302057,Oracle Linux 9 : gnutls (ELSA-2026-4188),Medium,1.2,2026-03-15T18:47:49.384Z,8db37bc6-3486-51ef-a95c-9b543408d82c,,2026-04-26T18:58:55.744Z,Medium,ACTIVE,3692385000
18,fff,"CVE-2026-2920, CVE-2026-2921, CVE-2026-2922, CVE-2026-2923, CVE-2026-3082, CVE-2026-3083, CVE-2026-3085",,304868,"Oracle Linux 9 : gstreamer1-plugins-bad-free, / gstreamer1-plugins-base, / gstreamer1-plugins-good, / and / gstreamer1-plugins-ugly-free (ELSA-2026-6300)",Critical,4.9,2026-04-08T14:12:44.223Z,98eb2aa9-2eaf-5f84-bd05-a524b3e78fcb,,2026-04-26T18:58:55.744Z,Critical,ACTIVE,1635290000
28,fff,CVE-2026-1642,,303758,Oracle Linux 9 : nginx (ELSA-2026-5599),Medium,3,2026-03-29T18:49:31.997Z,9ba08953-8524-5734-8b73-14be0b25530b,,2026-04-26T18:58:55.744Z,Medium,ACTIVE,2482682000
14,fff,CVE-2026-4519,,305604,Oracle Linux 9 : python3.9 (ELSA-2026-6766),Low,3.2,2026-04-12T18:48:41.792Z,9d5bc0c8-13e3-5631-bac1-526f4c9780a2,,2026-04-26T18:58:55.744Z,Low,ACTIVE,1273132000
35,fff,CVE-2025-61662,,302922,Oracle Linux 9 : grub2 (ELSA-2026-4760),Medium,4.9,2026-03-22T19:04:50.756Z,9f8202d5-81e4-5372-9acb-d7ff2bf9e446,,2026-04-26T18:58:55.744Z,Medium,ACTIVE,3086563000
21,fff,CVE-2026-23401,,304560,Oracle Linux 8 / 9 : Unbreakable Enterprise kernel (ELSA-2026-50171),Medium,3,2026-04-05T19:06:30.840Z,a05cf2bc-0498-5fd5-901c-ab11c2d2c7fd,,2026-04-26T18:58:55.744Z,Medium,ACTIVE,1876863000
7,fff,"CVE-2026-4424, CVE-2026-5121",,307380,Oracle Linux 9 : libarchive (ELSA-2026-8510),Critical,6.9,2026-04-19T19:05:27.858Z,a86813ad-9e5d-5c63-9fce-49984c7929e9,,2026-04-26T18:58:55.744Z,Critical,ACTIVE,667326000
28,fff,CVE-2026-25749,,303498,Oracle Linux 9 : vim (ELSA-2026-5602),Medium,4.3,2026-03-29T18:49:31.997Z,b0962d4c-3b19-593f-966f-6b1845e0af43,,2026-04-26T18:58:55.744Z,Medium,ACTIVE,2482682000
18,fff,CVE-2026-3497,,304941,Oracle Linux 9 : openssh (ELSA-2026-6462),High,5.5,2026-04-08T14:12:44.223Z,b21756da-0daa-56b2-854b-40c446429ea4,,2026-04-26T18:58:55.744Z,High,ACTIVE,1635290000
42,fff,CVE-2026-21991,,302227,Oracle Linux 10 / 9 : dtrace (ELSA-2026-50153),Medium,3,2026-03-15T18:47:49.384Z,b8c18115-81c5-552e-8fee-e2c5b723ca4f,,2026-04-26T18:58:55.744Z,Medium,ACTIVE,3692385000
21,fff,CVE-2023-40403,,304478,Oracle Linux 9 : libxslt (ELSA-2026-6266),High,3,2026-04-05T19:06:30.840Z,e2ef447d-2748-54b6-bc0c-fe2b438cfd58,,2026-04-26T18:58:55.744Z,High,ACTIVE,1876863000
14,fff,"CVE-2026-27651, CVE-2026-27654, CVE-2026-27784, CVE-2026-32647",,305786,Oracle Linux 9 : nginx (ELSA-2026-7002),High,7.6,2026-04-12T18:48:41.792Z,f7d796a2-d066-5b18-a6af-6fce9d3f0338,,2026-04-26T18:58:55.744Z,High,ACTIVE,1273132000
9,ggg,CVE-2026-1519,,306505,Oracle Linux 9 : bind (ELSA-2026-8075),High,3,2026-04-17T21:58:36.852Z,04129b56-96a6-5e4d-a2f2-98f9df9ba53d,,2026-04-25T19:06:08.278Z,High,ACTIVE,829737000
22,ggg,CVE-2023-40403,,304478,Oracle Linux 9 : libxslt (ELSA-2026-6266),High,3,2026-04-04T19:06:25.962Z,145558c1-753a-59e4-aedd-a44fef5d38b4,,2026-04-25T19:06:08.278Z,High,ACTIVE,1963268000
43,ggg,"CVE-2024-26655, CVE-2024-36903, CVE-2024-36927, CVE-2024-40928, CVE-2024-46830, CVE-2024-49968, CVE-2025-21979, CVE-2025-22022, CVE-2025-22111, CVE-2025-22119, CVE-2025-22121, CVE-2025-37860, CVE-2025-38007, CVE-2025-38022, CVE-2025-38057, CVE-2025-38129, CVE-2025-38232, CVE-2025-38556, CVE-2025-38591, CVE-2025-40110, CVE-2025-40149, CVE-2025-40164, CVE-2025-40256, CVE-2025-68211, CVE-2025-68254, CVE-2025-68255, CVE-2025-68261, CVE-2025-68264, CVE-2025-68282, CVE-2025-68337, CVE-2025-68346, CVE-2025-68349, CVE-2025-68354, CVE-2025-68362, CVE-2025-68364, CVE-2025-68366, CVE-2025-68367, CVE-2025-68372, CVE-2025-68724, CVE-2025-68725, CVE-2025-68732, CVE-2025-68740, CVE-2025-68746, CVE-2025-68757, CVE-2025-68759, CVE-2025-68764, CVE-2025-68771, CVE-2025-68776, CVE-2025-68780, CVE-2025-68782, CVE-2025-68783, CVE-2025-68785, CVE-2025-68788, CVE-2025-68795, CVE-2025-68803, CVE-2025-68813, CVE-2025-68815, CVE-2025-68816, CVE-2025-68818, CVE-2025-68819, CVE-2025-68820, CVE-2025-71066, CVE-2025-71068, CVE-2025-71075, CVE-2025-71077, CVE-2025-71082, CVE-2025-71083, CVE-2025-71084, CVE-2025-71085, CVE-2025-71087, CVE-2025-71091, CVE-2025-71093, CVE-2025-71094, CVE-2025-71096, CVE-2025-71097, CVE-2025-71098, CVE-2025-71104, CVE-2025-71108, CVE-2025-71111, CVE-2025-71113, CVE-2025-71114, CVE-2025-71116, CVE-2025-71118, CVE-2025-71120, CVE-2025-71125, CVE-2025-71127, CVE-2025-71131, CVE-2025-71132, CVE-2025-71133, CVE-2025-71146, CVE-2025-71147, CVE-2025-71154, CVE-2025-71182, CVE-2025-71190, CVE-2025-71194, CVE-2025-71197, CVE-2026-22976, CVE-2026-22977, CVE-2026-22978, CVE-2026-22980, CVE-2026-22984, CVE-2026-22988, CVE-2026-22990, CVE-2026-22991, CVE-2026-22992, CVE-2026-22997, CVE-2026-22998, CVE-2026-22999, CVE-2026-23001, CVE-2026-23003, CVE-2026-23011, CVE-2026-23020, CVE-2026-23021, CVE-2026-23038, CVE-2026-23047, CVE-2026-23049, CVE-2026-23058, CVE-2026-23060, CVE-2026-23061, CVE-2026-23071, CVE-2026-23073, CVE-2026-23074, CVE-2026-23076, CVE-2026-23084, CVE-2026-23085, CVE-2026-23087, CVE-2026-23089, CVE-2026-23091, CVE-2026-23097, CVE-2026-23099, CVE-2026-23101, CVE-2026-23103, CVE-2026-23105, CVE-2026-23108, CVE-2026-23111, CVE-2026-23119, CVE-2026-23120, CVE-2026-23121, CVE-2026-23124, CVE-2026-23125, CVE-2026-23133, CVE-2026-23139, CVE-2026-23145, CVE-2026-23146, CVE-2026-23164, CVE-2026-23202, CVE-2026-23209",,301901,Oracle Linux 8 / 9 : Unbreakable Enterprise kernel (ELSA-2026-50145),Medium,7.7,2026-03-14T18:52:21.881Z,1be537a2-2fa2-5b54-ac2e-116140d16d0f,,2026-04-25T19:06:08.278Z,Medium,ACTIVE,3778512000
18,ggg,"CVE-2026-2920, CVE-2026-2921, CVE-2026-2922, CVE-2026-2923, CVE-2026-3082, CVE-2026-3083, CVE-2026-3085",,304868,"Oracle Linux 9 : gstreamer1-plugins-bad-free, / gstreamer1-plugins-base, / gstreamer1-plugins-good, / and / gstreamer1-plugins-ugly-free (ELSA-2026-6300)",Critical,4.9,2026-04-08T15:23:53.587Z,29313a06-39b6-5c59-9150-5f3e19d85f94,,2026-04-25T19:06:08.278Z,Critical,ACTIVE,1631021000
50,ggg,"CVE-2025-40149, CVE-2025-40256",,301018,Oracle Linux 8 / 9 : Unbreakable Enterprise kernel (ELSA-2026-50133),Medium,4.9,2026-03-07T18:37:27.740Z,2d99f8ba-cfed-5a99-b9d8-8d87b91f9b54,,2026-04-25T19:06:08.278Z,Medium,ACTIVE,4384206000
22,ggg,CVE-2026-23401,,304560,Oracle Linux 8 / 9 : Unbreakable Enterprise kernel (ELSA-2026-50171),Medium,3,2026-04-04T19:06:25.962Z,2f83c6fa-5a22-5de9-8781-c36149213d76,,2026-04-25T19:06:08.278Z,Medium,ACTIVE,1963268000
43,ggg,"CVE-2025-14831, CVE-2025-9820",,302057,Oracle Linux 9 : gnutls (ELSA-2026-4188),Medium,1.2,2026-03-14T18:52:21.881Z,67748b84-abf3-5a9d-9ce6-2f4235362a39,,2026-04-25T19:06:08.278Z,Medium,ACTIVE,3778512000
8,ggg,"CVE-2026-4424, CVE-2026-5121",,307380,Oracle Linux 9 : libarchive (ELSA-2026-8510),Critical,6.9,2026-04-18T18:37:36.860Z,8aeb1d0a-0d6f-5bf0-98a5-453124e609eb,,2026-04-25T19:06:08.278Z,Critical,ACTIVE,755397000
46,ggg,"CVE-2025-15366, CVE-2025-15367, CVE-2026-1299",,301733,Oracle Linux 9 : python3.9 (ELSA-2026-4168),High,3.5,2026-03-11T15:22:01.255Z,8e8a11cb-6a5b-5464-a407-9cc87a860839,,2026-04-25T19:06:08.278Z,High,ACTIVE,4050333000
8,ggg,CVE-2026-4631,,307039,Oracle Linux 9 : cockpit: / Unauthenticated / remote / code / execution / due / to / SSH / command-line / argument / injection / (CRITICAL) (ELSA-2026-7384),Critical,6.9,2026-04-18T18:37:36.860Z,9eb0da8b-506e-5a0f-b11b-e763881ef197,,2026-04-25T19:06:08.278Z,Critical,ACTIVE,755397000
18,ggg,CVE-2026-3497,,304941,Oracle Linux 9 : openssh (ELSA-2026-6462),High,5.5,2026-04-08T15:23:53.587Z,a3b06d5b-1061-53a5-9295-ba0ced5fa88f,,2026-04-25T19:06:08.278Z,High,ACTIVE,1631021000
50,ggg,"CVE-2026-22695, CVE-2026-22801, CVE-2026-25646",,300471,Oracle Linux 9 : libpng (ELSA-2026-3405),High,6.9,2026-03-07T18:37:27.740Z,a68b5826-9040-5292-b20f-cc2fdca86093,,2026-04-25T19:06:08.278Z,High,ACTIVE,4384206000
36,ggg,CVE-2026-4111,,303076,Oracle Linux 9 : libarchive (ELSA-2026-5080),High,3,2026-03-21T19:03:47.777Z,a70594a7-31ac-5949-9186-b31a148e8adc,,2026-04-25T19:06:08.278Z,High,ACTIVE,3173026000
22,ggg,CVE-2025-10158,,304633,Oracle Linux 9 : rsync (ELSA-2026-6390),Medium,1.2,2026-04-04T19:06:25.962Z,aaf33a11-ba0c-5ccf-b02e-ec38a6d872d7,,2026-04-25T19:06:08.278Z,Medium,ACTIVE,1963268000
39,ggg,CVE-2026-21991,,302227,Oracle Linux 10 / 9 : dtrace (ELSA-2026-50153),Medium,3,2026-03-18T15:39:49.804Z,af28201f-607a-55d1-a72e-82abb0557089,,2026-04-25T19:06:08.278Z,Medium,ACTIVE,3444464000
36,ggg,CVE-2025-61662,,302922,Oracle Linux 9 : grub2 (ELSA-2026-4760),Medium,4.9,2026-03-21T19:03:47.777Z,b0dc9ef0-5c06-53f5-b701-1e082f94f0a6,,2026-04-25T19:06:08.278Z,Medium,ACTIVE,3173026000
39,ggg,CVE-2026-21991,,302228,Oracle Linux 8 / 9 : dtrace (ELSA-2026-50152),Medium,3,2026-03-18T15:39:49.804Z,b670c6d3-2291-5ddf-88c8-091828acaf1f,,2026-04-25T19:06:08.278Z,Medium,ACTIVE,3444464000
15,ggg,CVE-2026-4519,,305604,Oracle Linux 9 : python3.9 (ELSA-2026-6766),Low,3.2,2026-04-11T18:49:33.727Z,d3be693b-1122-5ceb-a19d-ae3f4328a386,,2026-04-25T19:06:08.278Z,Low,ACTIVE,1359480000
46,ggg,CVE-2025-12801,,301331,Oracle Linux 9 : nfs-utils (ELSA-2026-3940),Medium,3,2026-03-11T15:22:01.255Z,e395a897-6596-5306-a47b-fae4a5510832,,2026-04-25T19:06:08.278Z,Medium,ACTIVE,4050333000
32,ggg,CVE-2026-25749,,303498,Oracle Linux 9 : vim (ELSA-2026-5602),Medium,4.3,2026-03-25T15:56:11.185Z,e7ef4683-3edd-5899-9cc8-773ea2e90c93,,2026-04-25T19:06:08.278Z,Medium,ACTIVE,2838683000
9,ggg,"CVE-2026-28417, CVE-2026-28421, CVE-2026-33412",,306555,Oracle Linux 9 : vim (ELSA-2026-8259),High,6.9,2026-04-17T21:58:36.852Z,ef854c66-65e1-580f-a6c9-ce466b93b1f8,,2026-04-25T19:06:08.278Z,High,ACTIVE,829737000
43,ggg,CVE-2025-69419,,302058,Oracle Linux 9 : compat-openssl11 (ELSA-2026-4472),High,6.3,2026-03-14T18:52:21.881Z,fcce3673-5b4b-560d-b096-75e2266777b0,,2026-04-25T19:06:08.278Z,High,ACTIVE,3778512000
11,ggg,CVE-2026-27135,,306166,Oracle Linux 9 : nghttp2 (ELSA-2026-7668),High,3,2026-04-15T15:42:13.425Z,fd2a8387-7712-5b03-934c-d8b3de18e082,,2026-04-25T19:06:08.278Z,High,ACTIVE,1025121000
28,hhh,CVE-2026-1642,,303758,Oracle Linux 9 : nginx (ELSA-2026-5599),Medium,3,2026-03-29T18:54:17.950Z,038444bb-838a-5dc2-979c-4597689fcd1c,,2026-04-26T19:06:02.127Z,Medium,ACTIVE,2482396000
7,hhh,CVE-2026-4631,,307039,Oracle Linux 9 : cockpit: / Unauthenticated / remote / code / execution / due / to / SSH / command-line / argument / injection / (CRITICAL) (ELSA-2026-7384),Critical,6.9,2026-04-19T18:44:34.864Z,0c2a602b-bd0f-5fc0-a72d-56331f303bc4,,2026-04-26T19:06:02.127Z,Critical,ACTIVE,668579000
18,hhh,"CVE-2026-2920, CVE-2026-2921, CVE-2026-2922, CVE-2026-2923, CVE-2026-3082, CVE-2026-3083, CVE-2026-3085",,304868,"Oracle Linux 9 : gstreamer1-plugins-bad-free, / gstreamer1-plugins-base, / gstreamer1-plugins-good, / and / gstreamer1-plugins-ugly-free (ELSA-2026-6300)",Critical,4.9,2026-04-08T15:20:40.799Z,4621e365-d698-5fcf-ae71-523b5c367083,,2026-04-26T19:06:02.127Z,Critical,ACTIVE,1631213000
21,hhh,CVE-2023-40403,,304478,Oracle Linux 9 : libxslt (ELSA-2026-6266),High,3,2026-04-05T19:05:59.595Z,505de84d-6cd5-56a7-af0d-f698ac4bf153,,2026-04-26T19:06:02.127Z,High,ACTIVE,1876895000
14,hhh,"CVE-2026-27651, CVE-2026-27654, CVE-2026-27784, CVE-2026-32647",,305786,Oracle Linux 9 : nginx (ELSA-2026-7002),High,7.6,2026-04-12T18:56:23.535Z,6a749b1d-7a04-5863-8f49-41a838f5e326,,2026-04-26T19:06:02.127Z,High,ACTIVE,1272671000
11,hhh,CVE-2026-27135,,306166,Oracle Linux 9 : nghttp2 (ELSA-2026-7668),High,3,2026-04-15T15:08:57.004Z,6af5c7f0-1fc6-59be-a9a2-db9ad5c1a113,,2026-04-26T19:06:02.127Z,High,ACTIVE,1027117000
9,hhh,"CVE-2026-28417, CVE-2026-28421, CVE-2026-33412",,306555,Oracle Linux 9 : vim (ELSA-2026-8259),High,6.9,2026-04-17T21:26:22.741Z,97e64747-48da-5cef-b5d5-c418d62aa59b,,2026-04-26T19:06:02.127Z,High,ACTIVE,831671000
35,hhh,CVE-2026-4111,,303076,Oracle Linux 9 : libarchive (ELSA-2026-5080),High,3,2026-03-22T19:07:49.519Z,b8305f73-2f8b-5d72-b936-19c010d66916,,2026-04-26T19:06:02.127Z,High,ACTIVE,3086385000
14,hhh,CVE-2026-4519,,305604,Oracle Linux 9 : python3.9 (ELSA-2026-6766),Low,3.2,2026-04-12T18:56:23.535Z,c4f0ca4c-ed09-53bf-9012-57a433e5e29b,,2026-04-26T19:06:02.127Z,Low,ACTIVE,1272671000
28,hhh,CVE-2026-25749,,303498,Oracle Linux 9 : vim (ELSA-2026-5602),Medium,4.3,2026-03-29T18:54:17.950Z,cc7a4b34-0e51-5290-a88c-7cfeca3fbd95,,2026-04-26T19:06:02.127Z,Medium,ACTIVE,2482396000
21,hhh,CVE-2025-10158,,304633,Oracle Linux 9 : rsync (ELSA-2026-6390),Medium,1.2,2026-04-05T19:05:59.595Z,cee4dbd6-6062-5736-9d76-ba02775ddf56,,2026-04-26T19:06:02.127Z,Medium,ACTIVE,1876895000
7,hhh,"CVE-2026-4424, CVE-2026-5121",,307380,Oracle Linux 9 : libarchive (ELSA-2026-8510),Critical,6.9,2026-04-19T18:44:34.864Z,dc666b2f-54f3-5dff-acf4-c49e057d43f7,,2026-04-26T19:06:02.127Z,Critical,ACTIVE,668579000
21,hhh,CVE-2026-23401,,304560,Oracle Linux 8 / 9 : Unbreakable Enterprise kernel (ELSA-2026-50171),Medium,3,2026-04-05T19:05:59.595Z,ede264d3-a8cf-5d2c-b361-8fac461da33b,,2026-04-26T19:06:02.127Z,Medium,ACTIVE,1876895000
9,hhh,CVE-2026-1519,,306505,Oracle Linux 9 : bind (ELSA-2026-8075),High,3,2026-04-17T21:26:22.741Z,f1106231-dfba-512c-8f2a-8398c5431ebb,,2026-04-26T19:06:02.127Z,High,ACTIVE,831671000
18,hhh,CVE-2026-3497,,304941,Oracle Linux 9 : openssh (ELSA-2026-6462),High,5.5,2026-04-08T15:20:40.799Z,fcba7283-271f-51be-aed7-2d4fc9db4ac1,,2026-04-26T19:06:02.127Z,High,ACTIVE,1631213000
36,iii,"CVE-2026-21936, CVE-2026-21937, CVE-2026-21941, CVE-2026-21948, CVE-2026-21964, CVE-2026-21968",,302897,Oracle Linux 9 : mysql (ELSA-2026-4828),Medium,3,2026-03-21T22:04:06.779Z,058bf8c0-8660-5e16-b5ec-ea516fcdf299,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,3162207000
169,iii,"CVE-2025-53057, CVE-2025-53066, CVE-2025-61748",,272201,OpenJDK 8 <= 8u462 / 11.0.0 <= 11.0.28 / 17.0.0 <= 17.0.16 / 21.0.0 <= 21.0.8 / 25.0.0 <= 25.0.0 Multiple Vulnerabilities (2025-10-21),High,3,2025-11-08T22:24:45.589Z,0a31bce8-9b33-54a6-a1ec-2f91663dda4e,,2026-04-25T22:14:52.848Z,High,ACTIVE,14652169000
