age_in_days,asset.name,definition.cve,definition.cwe,definition.id,definition.name,definition.severity,definition.vpr_v2.score,first_observed,id,last_fixed,last_seen,severity,state,vuln_age
417,iii,CVE-2025-21502,,214562,OpenJDK 8 <= 8u432 / 11.0.0 <= 11.0.25 / 17.0.0 <= 17.0.13 / 21.0.0 <= 21.0.5 / 23.0.0 <= 23.0.1 Vulnerability (2025-01-21),Medium,2.1,2025-03-05T14:35:40.156Z,0dc310f6-98e2-53fb-92c2-fa697c103a71,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,36107514000
8,iii,CVE-2026-27135,,306166,Oracle Linux 9 : nghttp2 (ELSA-2026-7668),High,3,2026-04-18T22:20:43.787Z,163665d4-d5b8-5b22-91ec-aa890a2574a3,,2026-04-25T22:14:52.848Z,High,ACTIVE,742010000
106,iii,CVE-2025-45582,,281875,Oracle Linux 9 : tar (ELSA-2026-0067),Medium,4.2,2026-01-10T22:10:43.872Z,16c04ee8-fdea-571a-983b-df9a320c62f3,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,9209810000
92,iii,"CVE-2025-64720, CVE-2025-65018, CVE-2026-21925, CVE-2026-21933, CVE-2026-21945",,294991,Oracle Linux 8 / 9 : java-17-openjdk (ELSA-2026-0927),Medium,4.3,2026-01-24T22:29:10.535Z,1f808934-d141-53f4-a9b4-7842d150025c,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,7999104000
85,iii,"CVE-2026-21925, CVE-2026-21932, CVE-2026-21933, CVE-2026-21945",,296746,OpenJDK 8 <= 8u472 / 11.0.0 <= 11.0.29 / 17.0.0 <= 17.0.17 / 21.0.0 <= 21.0.9 / 25.0.0 <= 25.0.1 Multiple Vulnerabilities (2026-01-20),High,3.3,2026-01-31T22:26:05.886Z,204d1eb1-777e-55fb-b54c-3f0f6208bb18,,2026-04-25T22:14:52.848Z,High,ACTIVE,7394488000
106,iii,CVE-2025-11083,,281827,Oracle Linux 9 : gcc-toolset-14-binutils (ELSA-2026-0052),Medium,4.9,2026-01-10T22:10:43.872Z,22d76412-e312-5eb5-9efb-9ad056e72d7b,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,9209810000
64,iii,"CVE-2025-15281, CVE-2026-0861, CVE-2026-0915",,299379,Oracle Linux 9 : glibc (ELSA-2026-2786),High,6.9,2026-02-21T22:24:20.213Z,2d1ab9de-f5a5-54f6-9438-939b90f25a06,,2026-04-25T22:14:52.848Z,High,ACTIVE,5580194000
211,iii,"CVE-2025-21574, CVE-2025-21575, CVE-2025-21577, CVE-2025-21579, CVE-2025-21580, CVE-2025-21581, CVE-2025-21584, CVE-2025-21585, CVE-2025-30681, CVE-2025-30682, CVE-2025-30683, CVE-2025-30684, CVE-2025-30685, CVE-2025-30687, CVE-2025-30688, CVE-2025-30689, CVE-2025-30693, CVE-2025-30695, CVE-2025-30696, CVE-2025-30699, CVE-2025-30703, CVE-2025-30704, CVE-2025-30705, CVE-2025-30715, CVE-2025-30721, CVE-2025-30722, CVE-2025-50077, CVE-2025-50078, CVE-2025-50079, CVE-2025-50080, CVE-2025-50081, CVE-2025-50082, CVE-2025-50083, CVE-2025-50084, CVE-2025-50085, CVE-2025-50086, CVE-2025-50087, CVE-2025-50088, CVE-2025-50091, CVE-2025-50092, CVE-2025-50093, CVE-2025-50094, CVE-2025-50096, CVE-2025-50097, CVE-2025-50098, CVE-2025-50099, CVE-2025-50100, CVE-2025-50101, CVE-2025-50102, CVE-2025-50104, CVE-2025-53023",,265744,Oracle Linux 9 : mysql (ELSA-2025-16086),Medium,4.3,2025-09-27T22:33:29.085Z,32311274-705d-5f59-9d29-4184a04beb34,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,18280445000
8,iii,CVE-2026-34480,,306549,Apache Log4j 2.0-alpha1 < 2.25.4 XmlLayout Invalid XML Output (CVE-2026-34480),Medium,5,2026-04-18T22:20:43.787Z,36390b59-9959-5281-9921-5633d37a51fc,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,742010000
372,iii,"CVE-2025-21587, CVE-2025-30691, CVE-2025-30698",,234472,OpenJDK 8 <= 8u442 / 11.0.0 <= 11.0.26 / 17.0.0 <= 17.0.14 / 21.0.0 <= 21.0.6 / 24.0.0 <= 24.0.0 Multiple Vulnerabilities (2025-04-15),High,4.3,2025-04-19T22:14:06.787Z,3ab83bd6-a845-56b8-a9d1-c41778ed8d30,,2026-04-25T22:14:52.848Z,High,ACTIVE,32192007000
50,iii,"CVE-2025-40149, CVE-2025-40256",,301018,Oracle Linux 8 / 9 : Unbreakable Enterprise kernel (ELSA-2026-50133),Medium,4.9,2026-03-07T22:36:11.482Z,4094beeb-f7c4-512f-b067-7f73d14cadf2,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,4369883000
85,iii,CVE-2025-12084,,297098,Oracle Linux 9 : python3.9 (ELSA-2026-1478),Medium,3.2,2026-01-31T22:26:05.886Z,48d87287-137e-587b-be2e-3aec0eb9a458,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,7394488000
78,iii,CVE-2025-14104,,297991,Oracle Linux 9 : util-linux (ELSA-2026-1913),Medium,3.5,2026-02-07T22:11:14.878Z,4a76a5d1-9149-5bfa-a3b1-15a1cdc3142e,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,6790579000
15,iii,CVE-2026-4519,,305604,Oracle Linux 9 : python3.9 (ELSA-2026-6766),Low,3.2,2026-04-11T22:32:10.465Z,4fa89f41-930d-5752-90af-550d601778bc,,2026-04-25T22:14:52.848Z,Low,ACTIVE,1346124000
43,iii,"CVE-2024-26655, CVE-2024-36903, CVE-2024-36927, CVE-2024-40928, CVE-2024-46830, CVE-2024-49968, CVE-2025-21979, CVE-2025-22022, CVE-2025-22111, CVE-2025-22119, CVE-2025-22121, CVE-2025-37860, CVE-2025-38007, CVE-2025-38022, CVE-2025-38057, CVE-2025-38129, CVE-2025-38232, CVE-2025-38556, CVE-2025-38591, CVE-2025-40110, CVE-2025-40149, CVE-2025-40164, CVE-2025-40256, CVE-2025-68211, CVE-2025-68254, CVE-2025-68255, CVE-2025-68261, CVE-2025-68264, CVE-2025-68282, CVE-2025-68337, CVE-2025-68346, CVE-2025-68349, CVE-2025-68354, CVE-2025-68362, CVE-2025-68364, CVE-2025-68366, CVE-2025-68367, CVE-2025-68372, CVE-2025-68724, CVE-2025-68725, CVE-2025-68732, CVE-2025-68740, CVE-2025-68746, CVE-2025-68757, CVE-2025-68759, CVE-2025-68764, CVE-2025-68771, CVE-2025-68776, CVE-2025-68780, CVE-2025-68782, CVE-2025-68783, CVE-2025-68785, CVE-2025-68788, CVE-2025-68795, CVE-2025-68803, CVE-2025-68813, CVE-2025-68815, CVE-2025-68816, CVE-2025-68818, CVE-2025-68819, CVE-2025-68820, CVE-2025-71066, CVE-2025-71068, CVE-2025-71075, CVE-2025-71077, CVE-2025-71082, CVE-2025-71083, CVE-2025-71084, CVE-2025-71085, CVE-2025-71087, CVE-2025-71091, CVE-2025-71093, CVE-2025-71094, CVE-2025-71096, CVE-2025-71097, CVE-2025-71098, CVE-2025-71104, CVE-2025-71108, CVE-2025-71111, CVE-2025-71113, CVE-2025-71114, CVE-2025-71116, CVE-2025-71118, CVE-2025-71120, CVE-2025-71125, CVE-2025-71127, CVE-2025-71131, CVE-2025-71132, CVE-2025-71133, CVE-2025-71146, CVE-2025-71147, CVE-2025-71154, CVE-2025-71182, CVE-2025-71190, CVE-2025-71194, CVE-2025-71197, CVE-2026-22976, CVE-2026-22977, CVE-2026-22978, CVE-2026-22980, CVE-2026-22984, CVE-2026-22988, CVE-2026-22990, CVE-2026-22991, CVE-2026-22992, CVE-2026-22997, CVE-2026-22998, CVE-2026-22999, CVE-2026-23001, CVE-2026-23003, CVE-2026-23011, CVE-2026-23020, CVE-2026-23021, CVE-2026-23038, CVE-2026-23047, CVE-2026-23049, CVE-2026-23058, CVE-2026-23060, CVE-2026-23061, CVE-2026-23071, CVE-2026-23073, CVE-2026-23074, CVE-2026-23076, CVE-2026-23084, CVE-2026-23085, CVE-2026-23087, CVE-2026-23089, CVE-2026-23091, CVE-2026-23097, CVE-2026-23099, CVE-2026-23101, CVE-2026-23103, CVE-2026-23105, CVE-2026-23108, CVE-2026-23111, CVE-2026-23119, CVE-2026-23120, CVE-2026-23121, CVE-2026-23124, CVE-2026-23125, CVE-2026-23133, CVE-2026-23139, CVE-2026-23145, CVE-2026-23146, CVE-2026-23164, CVE-2026-23202, CVE-2026-23209",,301901,Oracle Linux 8 / 9 : Unbreakable Enterprise kernel (ELSA-2026-50145),Medium,7.7,2026-03-14T22:24:18.132Z,506b5c76-ca18-5ae0-8224-e6029ef806b0,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,3765796000
99,iii,"CVE-2025-38085, CVE-2025-38678, CVE-2025-39810, CVE-2025-40248, CVE-2025-40250, CVE-2025-40271, CVE-2025-40280",,283569,Oracle Linux 8 / 9 : Unbreakable Enterprise kernel (ELSA-2026-50007),Medium,6.9,2026-01-17T22:19:01.435Z,516acb61-cc72-51b9-af07-b663ee966088,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,8604513000
99,iii,CVE-2025-68973,,288036,Oracle Linux 9 : gnupg2 (ELSA-2026-0719),Medium,4.9,2026-01-17T22:19:01.435Z,524344a7-84d1-5b56-9981-7500c05e1644,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,8604513000
8,iii,CVE-2026-34477,,306550,Apache Log4j 2.12.0 < 2.25.4 SSL Hostname Verification Bypass (CVE-2026-34477),Medium,2.1,2026-04-18T22:20:43.787Z,5c4ca93e-86e9-5f0c-8416-094ab2226f1f,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,742010000
36,iii,CVE-2025-61662,,302922,Oracle Linux 9 : grub2 (ELSA-2026-4760),Medium,4.9,2026-03-21T22:04:06.779Z,62add843-d6fa-5bd4-9672-c274ef3cd29c,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,3162207000
417,iii,CVE-2021-4104,,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),Medium,7.6,2025-03-05T14:35:40.156Z,68e09026-3774-55ef-a05f-4e205d4396da,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,36107514000
43,iii,CVE-2026-21991,,302228,Oracle Linux 8 / 9 : dtrace (ELSA-2026-50152),Medium,3,2026-03-14T22:24:18.132Z,6989fdaa-47ab-5bce-bd11-cee0b99a6c68,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,3765796000
85,iii,"CVE-2025-11187, CVE-2025-15467, CVE-2025-15468, CVE-2025-15469, CVE-2025-66199, CVE-2025-68160, CVE-2025-69418, CVE-2025-69419, CVE-2025-69420, CVE-2025-69421, CVE-2026-22795, CVE-2026-22796",,297106,Oracle Linux 9 : openssl (ELSA-2026-1473),Critical,7.9,2026-01-31T22:26:05.886Z,71d0b96a-db82-55d1-b51a-25321f60af3b,,2026-04-25T22:14:52.848Z,Critical,ACTIVE,7394488000
43,iii,"CVE-2025-14831, CVE-2025-9820",,302057,Oracle Linux 9 : gnutls (ELSA-2026-4188),Medium,1.2,2026-03-14T22:24:18.132Z,74538184-904d-5f76-938a-190e536d511b,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,3765796000
78,iii,CVE-2025-6176,,298067,Oracle Linux 9 : brotli (ELSA-2026-2042),High,3,2026-02-07T22:11:14.878Z,7fd5fc5b-e46f-59d4-ae96-8ddb129f9307,,2026-04-25T22:14:52.848Z,High,ACTIVE,6790579000
417,iii,"CVE-2019-17571, CVE-2020-9488, CVE-2022-23302, CVE-2022-23305, CVE-2022-23307, CVE-2023-26464",,156860,Apache Log4j 1.x Multiple Vulnerabilities,High,6.9,2025-03-05T14:35:40.156Z,80ba1628-1175-5beb-afa1-18daca453c73,,2026-04-25T22:14:52.848Z,High,ACTIVE,36107514000
417,iii,"CVE-2024-21131, CVE-2024-21138, CVE-2024-21140, CVE-2024-21144, CVE-2024-21145, CVE-2024-21147",,208193,OpenJDK 8 <= 8u412 / 11.0.0 <= 11.0.23 / 17.0.0 <= 17.0.11 / 21.0.0 <= 21.0.3 / 22.0.0 <= 22.0.1 Multiple Vulnerabilities (2024-07-16),High,4.3,2025-03-05T14:35:40.156Z,80de9559-c066-51e7-90ae-ba1b272e92c3,,2026-04-25T22:14:52.848Z,High,ACTIVE,36107514000
417,iii,,,182252,Apache Log4j SEoL (<= 1.x),Critical,,2025-03-05T14:35:40.156Z,81a77e9b-5393-5578-a3a1-ddebda02bf7d,,2026-04-25T22:14:52.848Z,Critical,ACTIVE,36107514000
106,iii,"CVE-2025-58436, CVE-2025-61915",,282482,Oracle Linux 9 : cups (ELSA-2026-0312),Medium,4.9,2026-01-10T22:10:43.872Z,8b8b144b-9a63-5c46-ae35-209a64922be3,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,9209810000
106,iii,"CVE-2025-64720, CVE-2025-65018, CVE-2025-66293",,282349,Oracle Linux 9 : libpng (ELSA-2026-0238),High,4.3,2026-01-10T22:10:43.872Z,8d42d4b0-2e40-5f5c-8391-3013bda615cb,,2026-04-25T22:14:52.848Z,High,ACTIVE,9209810000
22,iii,CVE-2026-23401,,304560,Oracle Linux 8 / 9 : Unbreakable Enterprise kernel (ELSA-2026-50171),Medium,3,2026-04-04T22:08:21.042Z,9311e9e8-bcf5-571f-b639-35dabacb8056,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,1952353000
22,iii,CVE-2023-40403,,304478,Oracle Linux 9 : libxslt (ELSA-2026-6266),High,3,2026-04-04T22:08:21.042Z,93609bf9-2856-5325-8e57-00151baa79df,,2026-04-25T22:14:52.848Z,High,ACTIVE,1952353000
29,iii,CVE-2026-25749,,303498,Oracle Linux 9 : vim (ELSA-2026-5602),Medium,4.3,2026-03-28T23:00:09.605Z,9bfdedd5-fa1d-53bd-a7cc-c1b2eae9e884,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,2554045000
50,iii,CVE-2025-61726,,301057,Oracle Linux 9 : go-rpm-macros (ELSA-2026-3668),High,5,2026-03-07T22:36:11.482Z,9e352330-38a2-5ea4-abfd-de9adbc28ffd,,2026-04-25T22:14:52.848Z,High,ACTIVE,4369883000
106,iii,CVE-2025-32365,,281903,Oracle Linux 9 : poppler (ELSA-2026-0126),Medium,4.3,2026-01-10T22:10:43.872Z,a0368f0d-5191-5be9-a3ac-47b87f350123,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,9209810000
85,iii,CVE-2025-9086,,296920,Oracle Linux 9 : curl (ELSA-2026-1350),High,5,2026-01-31T22:26:05.886Z,a0d5fe7e-083a-5204-908b-2060c331c924,,2026-04-25T22:14:52.848Z,High,ACTIVE,7394488000
274,iii,"CVE-2025-30749, CVE-2025-30754, CVE-2025-30761, CVE-2025-50059, CVE-2025-50106",,242441,OpenJDK 8 <= 8u452 / 11.0.0 <= 11.0.27 / 17.0.0 <= 17.0.15 / 21.0.0 <= 21.0.7 / 24.0.0 <= 24.0.1 Multiple Vulnerabilities (2025-07-15),High,7.6,2025-07-26T22:34:15.100Z,a7a77611-8787-5497-a9e5-902bcddf96e2,,2026-04-25T22:14:52.848Z,High,ACTIVE,23723599000
71,iii,"CVE-2026-0719, CVE-2026-1761",,298409,Oracle Linux 9 : libsoup (ELSA-2026-2216),High,3.9,2026-02-14T22:05:52.696Z,a84d4e55-973c-5a7a-be2b-ed00aa0fbf1d,,2026-04-25T22:14:52.848Z,High,ACTIVE,6186102000
85,iii,"CVE-2025-66418, CVE-2025-66471, CVE-2026-21441",,296668,Oracle Linux 9 : python-urllib3 (ELSA-2026-1087),High,5.7,2026-01-31T22:26:05.886Z,ac831e11-62ae-5443-92ba-39dcaf08b9d1,,2026-04-25T22:14:52.848Z,High,ACTIVE,7394488000
99,iii,CVE-2025-14523,,282590,Oracle Linux 9 : libsoup (ELSA-2026-0422),High,3.5,2026-01-17T22:19:01.435Z,aefd3636-e2fd-5bab-90e8-7906d1ec8e74,,2026-04-25T22:14:52.848Z,High,ACTIVE,8604513000
99,iii,CVE-2025-68615,,286283,Oracle Linux 9 : net-snmp (ELSA-2026-0696),Critical,7.6,2026-01-17T22:19:01.435Z,b2a31255-f056-59b2-adb0-3ada7153ba4b,,2026-04-25T22:14:52.848Z,Critical,ACTIVE,8604513000
417,iii,"CVE-2024-21208, CVE-2024-21210, CVE-2024-21217, CVE-2024-21235",,209225,OpenJDK 8 <= 8u422 / 11.0.0 <= 11.0.24 / 17.0.0 <= 17.0.12 / 21.0.0 <= 21.0.4 / 23.0.0 <= 23.0.0 Multiple Vulnerabilities (2024-10-15),Medium,2.1,2025-03-05T14:35:40.156Z,b403e3db-5a9e-5faa-8672-7f523634e673,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,36107514000
8,iii,"CVE-2026-28417, CVE-2026-28421, CVE-2026-33412",,306555,Oracle Linux 9 : vim (ELSA-2026-8259),High,6.9,2026-04-18T22:20:43.787Z,b413de48-b540-54cc-8877-ee8b49e77026,,2026-04-25T22:14:52.848Z,High,ACTIVE,742010000
50,iii,CVE-2025-12801,,301331,Oracle Linux 9 : nfs-utils (ELSA-2026-3940),Medium,3,2026-03-07T22:36:11.482Z,b4271c3b-9c47-5dac-a64f-7ab3fe6f4bee,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,4369883000
417,iii,"CVE-2024-11053, CVE-2024-21193, CVE-2024-21194, CVE-2024-21196, CVE-2024-21197, CVE-2024-21198, CVE-2024-21199, CVE-2024-21201, CVE-2024-21203, CVE-2024-21212, CVE-2024-21213, CVE-2024-21218, CVE-2024-21219, CVE-2024-21230, CVE-2024-21231, CVE-2024-21236, CVE-2024-21237, CVE-2024-21238, CVE-2024-21239, CVE-2024-21241, CVE-2024-21247, CVE-2024-37371, CVE-2024-5535, CVE-2024-7264, CVE-2025-21490, CVE-2025-21491, CVE-2025-21494, CVE-2025-21497, CVE-2025-21500, CVE-2025-21501, CVE-2025-21503, CVE-2025-21504, CVE-2025-21505, CVE-2025-21518, CVE-2025-21519, CVE-2025-21520, CVE-2025-21521, CVE-2025-21522, CVE-2025-21523, CVE-2025-21525, CVE-2025-21529, CVE-2025-21531, CVE-2025-21534, CVE-2025-21536, CVE-2025-21540, CVE-2025-21543, CVE-2025-21546, CVE-2025-21555, CVE-2025-21559",,216613,Oracle Linux 9 : mysql (ELSA-2025-1671),High,7.1,2025-03-05T14:35:40.156Z,b61d688e-1b9f-59d8-8b06-d147ebb5a4e5,,2026-04-25T22:14:52.848Z,High,ACTIVE,36107514000
15,iii,CVE-2026-3497,,304941,Oracle Linux 9 : openssh (ELSA-2026-6462),High,5.5,2026-04-11T22:32:10.465Z,b7753168-ff20-5cd9-a536-cf1f8cce10e5,,2026-04-25T22:14:52.848Z,High,ACTIVE,1346124000
50,iii,"CVE-2026-22695, CVE-2026-22801, CVE-2026-25646",,300471,Oracle Linux 9 : libpng (ELSA-2026-3405),High,6.9,2026-03-07T22:36:11.482Z,b9504981-e434-5639-a915-5855452a431d,,2026-04-25T22:14:52.848Z,High,ACTIVE,4369883000
43,iii,"CVE-2025-15366, CVE-2025-15367, CVE-2026-1299",,301733,Oracle Linux 9 : python3.9 (ELSA-2026-4168),High,3.5,2026-03-14T22:24:18.132Z,bae46da2-ebd4-5ca4-9ad1-3f13bf351e64,,2026-04-25T22:14:52.848Z,High,ACTIVE,3765796000
8,iii,CVE-2026-1519,,306505,Oracle Linux 9 : bind (ELSA-2026-8075),High,3,2026-04-18T22:20:43.787Z,c844834b-5bf4-5b21-9106-c6a89a0ec22d,,2026-04-25T22:14:52.848Z,High,ACTIVE,742010000
29,iii,CVE-2026-1642,,303758,Oracle Linux 9 : nginx (ELSA-2026-5599),Medium,3,2026-03-28T23:00:09.605Z,c9ad6fcd-96f1-5b00-84b8-9aa5cc3c6b18,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,2554045000
78,iii,"CVE-2025-38566, CVE-2025-38571, CVE-2025-40215, CVE-2025-40258, CVE-2025-68209",,298258,Oracle Linux 8 / 9 : Unbreakable Enterprise kernel (ELSA-2026-50095),High,4.9,2026-02-07T22:11:14.878Z,ccd67f83-46fc-56ee-bc56-8924ad5caddf,,2026-04-25T22:14:52.848Z,High,ACTIVE,6790579000
106,iii,CVE-2025-68161,,282519,Apache Log4j 2.0-beta9 < 2.25.3 MitM,Medium,2.1,2026-01-10T22:10:43.872Z,cf04c06a-9229-53eb-8021-9a6682a4d1c0,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,9209810000
22,iii,CVE-2025-10158,,304633,Oracle Linux 9 : rsync (ELSA-2026-6390),Medium,1.2,2026-04-04T22:08:21.042Z,d0af81a2-dc2f-535f-b258-51900e14f57d,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,1952353000
64,iii,"CVE-2018-1000204, CVE-2024-37354, CVE-2024-47666, CVE-2025-21888, CVE-2025-38239, CVE-2025-38566, CVE-2025-38571, CVE-2025-40034, CVE-2025-40040, CVE-2025-40083, CVE-2025-40211, CVE-2025-40215, CVE-2025-40248, CVE-2025-40252, CVE-2025-40254, CVE-2025-40257, CVE-2025-40258, CVE-2025-40259, CVE-2025-40261, CVE-2025-40263, CVE-2025-40264, CVE-2025-40269, CVE-2025-40271, CVE-2025-40272, CVE-2025-40273, CVE-2025-40275, CVE-2025-40277, CVE-2025-40279, CVE-2025-40280, CVE-2025-40281, CVE-2025-40283, CVE-2025-40304, CVE-2025-40308, CVE-2025-40309, CVE-2025-40319, CVE-2025-40321, CVE-2025-40322, CVE-2025-40324, CVE-2025-40331, CVE-2025-40342, CVE-2025-40343, CVE-2025-40345, CVE-2025-40360, CVE-2025-40363, CVE-2025-68185, CVE-2025-68191, CVE-2025-68192, CVE-2025-68194, CVE-2025-68200, CVE-2025-68209, CVE-2025-68227, CVE-2025-68229, CVE-2025-68241, CVE-2025-68244, CVE-2025-68245, CVE-2025-68284, CVE-2025-68285, CVE-2025-68286, CVE-2025-68287, CVE-2025-68288, CVE-2025-68289, CVE-2025-68295, CVE-2025-68301, CVE-2025-68308, CVE-2025-68312, CVE-2025-68321, CVE-2025-68325, CVE-2025-68327, CVE-2025-68330, CVE-2025-68331, CVE-2025-68734, CVE-2025-68821",,299303,Oracle Linux 8 / 9 : Unbreakable Enterprise kernel (ELSA-2026-50113),Medium,7.6,2026-02-21T22:24:20.213Z,d2be5451-5119-5875-97a2-b42acf46f808,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,5580194000
85,iii,CVE-2025-54349,,297208,Oracle Linux 9 : iperf3 (ELSA-2026-1595),Critical,5,2026-01-31T22:26:05.886Z,d67eb84b-4e72-5147-b6a3-5c0b6dcb5da9,,2026-04-25T22:14:52.848Z,Critical,ACTIVE,7394488000
8,iii,"CVE-2006-10002, CVE-2006-10003",,306251,Oracle Linux 9 : perl-XML-Parser (ELSA-2026-7679),Critical,5.7,2026-04-18T22:20:43.787Z,da6c1a55-1043-5b2c-9649-b6d705ab633a,,2026-04-25T22:14:52.848Z,Critical,ACTIVE,742010000
15,iii,"CVE-2026-2920, CVE-2026-2921, CVE-2026-2922, CVE-2026-2923, CVE-2026-3082, CVE-2026-3083, CVE-2026-3085",,304868,"Oracle Linux 9 : gstreamer1-plugins-bad-free, / gstreamer1-plugins-base, / gstreamer1-plugins-good, / and / gstreamer1-plugins-ugly-free (ELSA-2026-6300)",Critical,4.9,2026-04-11T22:32:10.465Z,e21d256b-393b-5c7f-bc71-41287dcaa826,,2026-04-25T22:14:52.848Z,Critical,ACTIVE,1346124000
127,iii,"CVE-2025-53040, CVE-2025-53042, CVE-2025-53044, CVE-2025-53045, CVE-2025-53053, CVE-2025-53054, CVE-2025-53062, CVE-2025-53069",,278601,Oracle Linux 9 : mysql (ELSA-2025-23109),Medium,3.5,2025-12-20T22:13:31.877Z,e6ba83a0-1fcd-57b5-bce4-c075ff8e99b5,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,11024042000
15,iii,"CVE-2026-27651, CVE-2026-27654, CVE-2026-27784, CVE-2026-32647",,305786,Oracle Linux 9 : nginx (ELSA-2026-7002),High,7.6,2026-04-11T22:32:10.465Z,eacf4447-1958-597b-949f-ce7b249146cd,,2026-04-25T22:14:52.848Z,High,ACTIVE,1346124000
36,iii,CVE-2026-4111,,303076,Oracle Linux 9 : libarchive (ELSA-2026-5080),High,3,2026-03-21T22:04:06.779Z,fcbf2d0a-87c0-5d44-92a4-8862e5c2915f,,2026-04-25T22:14:52.848Z,High,ACTIVE,3162207000
43,iii,CVE-2026-21991,,302227,Oracle Linux 10 / 9 : dtrace (ELSA-2026-50153),Medium,3,2026-03-14T22:24:18.132Z,fd695770-9e27-5694-bdd0-3b12c995f1c6,,2026-04-25T22:14:52.848Z,Medium,ACTIVE,3765796000
